2025-07-27 22:21:48 | INFO     | src.logger:setup_logger:58 | 로깅 시스템이 초기화되었습니다.
2025-07-27 22:21:48 | INFO     | __main__:demo_basic_pipeline:32 | 메뉴 시스템 초기화...
2025-07-27 22:21:48 | ERROR    | __main__:demo_basic_pipeline:118 | 데모 실행 중 오류: 'str' object has no attribute 'menu_items'
2025-07-27 22:22:34 | INFO     | src.logger:setup_logger:58 | 로깅 시스템이 초기화되었습니다.
2025-07-27 22:22:34 | INFO     | __main__:demo_basic_pipeline:32 | 메뉴 시스템 초기화...
2025-07-27 22:22:34 | INFO     | __main__:demo_basic_pipeline:38 | 응답 시스템 초기화...
2025-07-27 22:22:34 | ERROR    | __main__:demo_basic_pipeline:118 | 데모 실행 중 오류: 'FormattedResponse' object has no attribute 'display_text'
2025-07-27 22:23:34 | INFO     | src.logger:setup_logger:58 | 로깅 시스템이 초기화되었습니다.
2025-07-27 22:23:34 | INFO     | __main__:demo_basic_pipeline:32 | 메뉴 시스템 초기화...
2025-07-27 22:23:34 | INFO     | __main__:demo_basic_pipeline:38 | 응답 시스템 초기화...
